,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
230426,Uttar Pradesh,SULTANPUR,2009,Kharif     ,Sweet potato,1442,19611,13.5998613
230437,Uttar Pradesh,SULTANPUR,2009,Rabi       ,Potato,7559,147983,19.57706046
230440,Uttar Pradesh,SULTANPUR,2009,Rabi       ,Wheat,169281,462122,2.729910622
230447,Uttar Pradesh,SULTANPUR,2010,Kharif     ,Arhar/Tur,8731,19711,2.257587905
230455,Uttar Pradesh,SULTANPUR,2010,Kharif     ,Rice,90048,216836,2.40800462
230459,Uttar Pradesh,SULTANPUR,2010,Kharif     ,Sugarcane,10140,446079,43.99201183
230469,Uttar Pradesh,SULTANPUR,2010,Rabi       ,Potato,4927,122472,24.85731683
230471,Uttar Pradesh,SULTANPUR,2010,Rabi       ,Wheat,103237,327043,3.167885545
230483,Uttar Pradesh,SULTANPUR,2011,Kharif     ,Rice,93636,227161,2.426000683
230487,Uttar Pradesh,SULTANPUR,2011,Kharif     ,Sugarcane,8973,537088,59.85601248
230499,Uttar Pradesh,SULTANPUR,2011,Rabi       ,Potato,5273,128416,24.35349896
230501,Uttar Pradesh,SULTANPUR,2011,Rabi       ,Wheat,104286,332464,3.188002225
230516,Uttar Pradesh,SULTANPUR,2012,Kharif     ,Rice,93861,236060,2.514995579
230520,Uttar Pradesh,SULTANPUR,2012,Kharif     ,Sugarcane,9482,575975,60.74404134
230532,Uttar Pradesh,SULTANPUR,2012,Rabi       ,Potato,5182,87896,16.96179081
230534,Uttar Pradesh,SULTANPUR,2012,Rabi       ,Wheat,104661,325914,3.113996618
230548,Uttar Pradesh,SULTANPUR,2013,Kharif     ,Rice,93449,227735,2.436997721
230552,Uttar Pradesh,SULTANPUR,2013,Kharif     ,Sugarcane,10192,556198,54.57201727
230564,Uttar Pradesh,SULTANPUR,2013,Rabi       ,Potato,5170,85905,16.61605416
230566,Uttar Pradesh,SULTANPUR,2013,Rabi       ,Wheat,104250,256247,2.458004796
230579,Uttar Pradesh,SULTANPUR,2014,Kharif     ,Rice,85103,151568,1.780994795
230582,Uttar Pradesh,SULTANPUR,2014,Kharif     ,Sugarcane,10951,648825,59.24801388
230594,Uttar Pradesh,SULTANPUR,2014,Rabi       ,Potato,5340,134066,25.10599251
230596,Uttar Pradesh,SULTANPUR,2014,Rabi       ,Wheat,104295,238836,2.290004315
230608,Uttar Pradesh,UNNAO,1997,Kharif     ,Maize,39323,65866,1.674999364
230613,Uttar Pradesh,UNNAO,1997,Kharif     ,Rice,93169,158595,1.702229282
230617,Uttar Pradesh,UNNAO,1997,Kharif     ,Total foodgrain,378231,699710,1.849954129
230626,Uttar Pradesh,UNNAO,1997,Rabi       ,Wheat,193705,436790,2.254923724
230630,Uttar Pradesh,UNNAO,1997,Whole Year ,Potato,5982,84131,14.06402541
230631,Uttar Pradesh,UNNAO,1997,Whole Year ,Sugarcane,2361,94477,40.01567133
230636,Uttar Pradesh,UNNAO,1998,Kharif     ,Maize,36370,31496,0.865988452
230640,Uttar Pradesh,UNNAO,1998,Kharif     ,Rice,96125,141883,1.476026008
230653,Uttar Pradesh,UNNAO,1998,Rabi       ,Wheat,197635,430859,2.18007438
230658,Uttar Pradesh,UNNAO,1998,Whole Year ,Potato,6568,140870,21.44792935
230660,Uttar Pradesh,UNNAO,1998,Whole Year ,Sugarcane,2205,68140,30.90249433
230668,Uttar Pradesh,UNNAO,1999,Kharif     ,Maize,37719,48318,1.280998966
230670,Uttar Pradesh,UNNAO,1999,Kharif     ,Rice,97663,146633,1.501418142
230681,Uttar Pradesh,UNNAO,1999,Rabi       ,Wheat,207814,518877,2.496833707
230687,Uttar Pradesh,UNNAO,1999,Whole Year ,Potato,7104,129961,18.29405968
230688,Uttar Pradesh,UNNAO,1999,Whole Year ,Sugarcane,2104,84011,39.92918251
230695,Uttar Pradesh,UNNAO,2000,Kharif     ,Maize,37359,57047,1.526994834
230698,Uttar Pradesh,UNNAO,2000,Kharif     ,Rice,93204,105622,1.133234625
230712,Uttar Pradesh,UNNAO,2000,Rabi       ,Wheat,206256,469647,2.277010123
230713,Uttar Pradesh,UNNAO,2000,Whole Year ,Potato,5491,74642,13.59351666
230714,Uttar Pradesh,UNNAO,2000,Whole Year ,Sugarcane,1532,57342,37.42950392
230720,Uttar Pradesh,UNNAO,2001,Kharif     ,Maize,38887,54403,1.399002237
230723,Uttar Pradesh,UNNAO,2001,Kharif     ,Rice,99276,155812,1.569483057
230736,Uttar Pradesh,UNNAO,2001,Rabi       ,Wheat,209993,515813,2.456334259
230737,Uttar Pradesh,UNNAO,2001,Whole Year ,Potato,5424,95273,17.56508112
230738,Uttar Pradesh,UNNAO,2001,Whole Year ,Sugarcane,1402,67607,48.22182596
230743,Uttar Pradesh,UNNAO,2002,Kharif     ,Maize,29735,24383,0.820010089
230745,Uttar Pradesh,UNNAO,2002,Kharif     ,Rice,59042,84666,1.433996138
230759,Uttar Pradesh,UNNAO,2002,Rabi       ,Wheat,213721,538964,2.521811146
230763,Uttar Pradesh,UNNAO,2002,Whole Year ,Potato,6836,130458,19.08396723
230765,Uttar Pradesh,UNNAO,2002,Whole Year ,Sugarcane,1346,81767,60.74814264
230772,Uttar Pradesh,UNNAO,2003,Kharif     ,Maize,38843,55507,1.429009088
230774,Uttar Pradesh,UNNAO,2003,Kharif     ,Rice,87407,169705,1.941549304
230785,Uttar Pradesh,UNNAO,2003,Rabi       ,Wheat,218556,565367,2.586829005
230791,Uttar Pradesh,UNNAO,2003,Whole Year ,Potato,6710,112614,16.78301043
230793,Uttar Pradesh,UNNAO,2003,Whole Year ,Sugarcane,1254,49545,39.50956938
230799,Uttar Pradesh,UNNAO,2004,Kharif     ,Maize,40062,61175,1.527008137
230800,Uttar Pradesh,UNNAO,2004,Kharif     ,Rice,94154,164546,1.747626229
230805,Uttar Pradesh,UNNAO,2004,Kharif     ,Sugarcane,1142,66133,57.90980736
230809,Uttar Pradesh,UNNAO,2004,Rabi       ,Potato,6559,109161,16.64293337
230812,Uttar Pradesh,UNNAO,2004,Rabi       ,Wheat,223707,542488,2.424993407
230821,Uttar Pradesh,UNNAO,2005,Kharif     ,Maize,32310,31115,0.963014547
230822,Uttar Pradesh,UNNAO,2005,Kharif     ,Rice,87407,150078,1.717002071
230826,Uttar Pradesh,UNNAO,2005,Kharif     ,Sugarcane,779,42820,54.96790757
230830,Uttar Pradesh,UNNAO,2005,Rabi       ,Potato,6574,135740,20.6480073
230833,Uttar Pradesh,UNNAO,2005,Rabi       ,Wheat,218555,520358,2.380901832
230847,Uttar Pradesh,UNNAO,2006,Kharif     ,Maize,41565,39113,0.94100806
230849,Uttar Pradesh,UNNAO,2006,Kharif     ,Rice,89698,129883,1.4480033
230854,Uttar Pradesh,UNNAO,2006,Kharif     ,Sugarcane,4606,262763,57.04798089
230863,Uttar Pradesh,UNNAO,2006,Rabi       ,Potato,7053,151703,21.50900326
230866,Uttar Pradesh,UNNAO,2006,Rabi       ,Wheat,222960,638307,2.862876749
230880,Uttar Pradesh,UNNAO,2007,Kharif     ,Maize,38383,46827,1.219993226
230882,Uttar Pradesh,UNNAO,2007,Kharif     ,Rice,90658,171525,1.892000706
230885,Uttar Pradesh,UNNAO,2007,Kharif     ,Sugarcane,1436,74882,52.14623955
230895,Uttar Pradesh,UNNAO,2007,Rabi       ,Potato,7287,153442,21.05695073
230898,Uttar Pradesh,UNNAO,2007,Rabi       ,Wheat,226162,599103,2.64899939
230910,Uttar Pradesh,UNNAO,2008,Kharif     ,Maize,31978,40132,1.254987804
230912,Uttar Pradesh,UNNAO,2008,Kharif     ,Rice,91689,193922,2.114997437
230916,Uttar Pradesh,UNNAO,2008,Kharif     ,Sugarcane,1434,68275,47.61157601
230927,Uttar Pradesh,UNNAO,2008,Rabi       ,Potato,8077,163341,20.22297883
230929,Uttar Pradesh,UNNAO,2008,Rabi       ,Wheat,232176,686542,2.956989525
230940,Uttar Pradesh,UNNAO,2009,Kharif     ,Maize,22779,31617,1.387988937
230942,Uttar Pradesh,UNNAO,2009,Kharif     ,Rice,56056,100452,1.791993721
230945,Uttar Pradesh,UNNAO,2009,Kharif     ,Sugarcane,688,39336,57.1744186
230956,Uttar Pradesh,UNNAO,2009,Rabi       ,Potato,8173,204472,25.01798605
230959,Uttar Pradesh,UNNAO,2009,Rabi       ,Wheat,236773,653471,2.759905057
230971,Uttar Pradesh,UNNAO,2010,Kharif     ,Maize,28135,22086,0.785000889
230973,Uttar Pradesh,UNNAO,2010,Kharif     ,Rice,81000,138186,1.706
230977,Uttar Pradesh,UNNAO,2010,Kharif     ,Sugarcane,1030,55619,53.99902913
230987,Uttar Pradesh,UNNAO,2010,Rabi       ,Potato,9049,210199,23.22897558
230990,Uttar Pradesh,UNNAO,2010,Rabi       ,Wheat,239040,708754,2.965001673
231002,Uttar Pradesh,UNNAO,2011,Kharif     ,Maize,30832,31541,1.022995589
231004,Uttar Pradesh,UNNAO,2011,Kharif     ,Rice,96881,173708,1.793003788
231007,Uttar Pradesh,UNNAO,2011,Kharif     ,Sugarcane,1155,68969,59.71341991
231019,Uttar Pradesh,UNNAO,2011,Rabi       ,Potato,8520,163635,19.20598592
231022,Uttar Pradesh,UNNAO,2011,Rabi       ,Wheat,240711,718277,2.98398079
231034,Uttar Pradesh,UNNAO,2012,Kharif     ,Maize,28266,33354,1.180004245
231036,Uttar Pradesh,UNNAO,2012,Kharif     ,Rice,98269,192804,1.962002259
231039,Uttar Pradesh,UNNAO,2012,Kharif     ,Sugarcane,942,57771,61.32802548
231051,Uttar Pradesh,UNNAO,2012,Rabi       ,Potato,7848,159424,20.31396534
231055,Uttar Pradesh,UNNAO,2012,Rabi       ,Wheat,240113,686003,2.857000662
231069,Uttar Pradesh,UNNAO,2013,Kharif     ,Maize,27678,43150,1.558999928
231071,Uttar Pradesh,UNNAO,2013,Kharif     ,Rice,102455,218229,2.129998536
231073,Uttar Pradesh,UNNAO,2013,Kharif     ,Sugarcane,927,58129,62.70658037
231085,Uttar Pradesh,UNNAO,2013,Rabi       ,Potato,9662,175037,18.11602153
231089,Uttar Pradesh,UNNAO,2013,Rabi       ,Wheat,241717,736753,3.047998279
231103,Uttar Pradesh,UNNAO,2014,Kharif     ,Maize,23550,33182,1.409002123
231105,Uttar Pradesh,UNNAO,2014,Kharif     ,Rice,96435,161818,1.678000726
231107,Uttar Pradesh,UNNAO,2014,Kharif     ,Sugarcane,695,45809,65.91223022
231119,Uttar Pradesh,UNNAO,2014,Rabi       ,Potato,9838,199653,20.29406383
231122,Uttar Pradesh,UNNAO,2014,Rabi       ,Wheat,243188,488078,2.006998701
231138,Uttar Pradesh,VARANASI,1997,Kharif     ,Rice,43189,115352,2.670865267
231141,Uttar Pradesh,VARANASI,1997,Kharif     ,Total foodgrain,142671,348071,2.439675898
231148,Uttar Pradesh,VARANASI,1997,Rabi       ,Wheat,69282,199806,2.883952542
231151,Uttar Pradesh,VARANASI,1997,Whole Year ,Potato,4401,72254,16.41763236
231152,Uttar Pradesh,VARANASI,1997,Whole Year ,Sugarcane,7943,326171,41.06395568
231158,Uttar Pradesh,VARANASI,1998,Kharif     ,Rice,49869,121321,2.43279392
231166,Uttar Pradesh,VARANASI,1998,Rabi       ,Wheat,68591,154746,2.25606858
231170,Uttar Pradesh,VARANASI,1998,Whole Year ,Potato,4713,107529,22.8154042
231172,Uttar Pradesh,VARANASI,1998,Whole Year ,Sugarcane,8629,383438,44.43597172
231178,Uttar Pradesh,VARANASI,1999,Kharif     ,Rice,50073,136151,2.719050187
231184,Uttar Pradesh,VARANASI,1999,Rabi       ,Wheat,68652,185859,2.707262716
231189,Uttar Pradesh,VARANASI,1999,Whole Year ,Potato,4597,104967,22.83380466
231190,Uttar Pradesh,VARANASI,1999,Whole Year ,Sugarcane,8720,350928,40.2440367
231196,Uttar Pradesh,VARANASI,2000,Kharif     ,Rice,50174,120656,2.404751465
231208,Uttar Pradesh,VARANASI,2000,Rabi       ,Wheat,67491,170635,2.528263028
231209,Uttar Pradesh,VARANASI,2000,Whole Year ,Potato,4163,94330,22.65914004
231210,Uttar Pradesh,VARANASI,2000,Whole Year ,Sugarcane,8717,282884,32.45199036
231218,Uttar Pradesh,VARANASI,2001,Kharif     ,Rice,50666,126909,2.504815853
231232,Uttar Pradesh,VARANASI,2001,Rabi       ,Wheat,64746,165141,2.55059772
231233,Uttar Pradesh,VARANASI,2001,Whole Year ,Potato,3272,69239,21.16106357
231234,Uttar Pradesh,VARANASI,2001,Whole Year ,Sugarcane,5044,216670,42.95598731
231241,Uttar Pradesh,VARANASI,2002,Kharif     ,Rice,49582,89166,1.798354241
231253,Uttar Pradesh,VARANASI,2002,Rabi       ,Wheat,66918,142279,2.126169342
231257,Uttar Pradesh,VARANASI,2002,Whole Year ,Potato,3508,72472,20.65906499
231259,Uttar Pradesh,VARANASI,2002,Whole Year ,Sugarcane,5006,210492,42.04794247
231267,Uttar Pradesh,VARANASI,2003,Kharif     ,Rice,50096,133775,2.670372884
231280,Uttar Pradesh,VARANASI,2003,Rabi       ,Wheat,68777,178850,2.600433284
231285,Uttar Pradesh,VARANASI,2003,Whole Year ,Potato,3311,54499,16.45998188
231287,Uttar Pradesh,VARANASI,2003,Whole Year ,Sugarcane,5015,202927,40.46400798
231291,Uttar Pradesh,VARANASI,2004,Kharif     ,Rice,48948,28319,0.57855275
231295,Uttar Pradesh,VARANASI,2004,Kharif     ,Sugarcane,4092,148343,36.25195503
231299,Uttar Pradesh,VARANASI,2004,Rabi       ,Potato,3243,64156,19.78291705
231302,Uttar Pradesh,VARANASI,2004,Rabi       ,Wheat,69457,132019,1.900729948
231310,Uttar Pradesh,VARANASI,2005,Kharif     ,Rice,47369,72048,1.520994743
231313,Uttar Pradesh,VARANASI,2005,Kharif     ,Sugarcane,5362,236293,44.06807162
231317,Uttar Pradesh,VARANASI,2005,Rabi       ,Potato,3347,72481,21.6555124
231319,Uttar Pradesh,VARANASI,2005,Rabi       ,Wheat,69323,148663,2.144497497
231332,Uttar Pradesh,VARANASI,2006,Kharif     ,Rice,60959,95645,1.569005397
231335,Uttar Pradesh,VARANASI,2006,Kharif     ,Sugarcane,4818,199812,41.47198007
231343,Uttar Pradesh,VARANASI,2006,Rabi       ,Potato,2986,58021,19.43101139
231346,Uttar Pradesh,VARANASI,2006,Rabi       ,Wheat,69702,176671,2.534661846
231359,Uttar Pradesh,VARANASI,2007,Kharif     ,Rice,50910,86343,1.695992929
231362,Uttar Pradesh,VARANASI,2007,Kharif     ,Sugarcane,4095,180442,44.06398046
231372,Uttar Pradesh,VARANASI,2007,Rabi       ,Potato,3171,65809,20.7533901
231375,Uttar Pradesh,VARANASI,2007,Rabi       ,Wheat,76433,194260,2.541572357
231388,Uttar Pradesh,VARANASI,2008,Kharif     ,Rice,51740,111034,2.145999227
231391,Uttar Pradesh,VARANASI,2008,Kharif     ,Sugarcane,4142,182977,44.17600193
231402,Uttar Pradesh,VARANASI,2008,Rabi       ,Potato,3232,43981,13.60798267
231404,Uttar Pradesh,VARANASI,2008,Rabi       ,Wheat,69728,196842,2.822997935
231416,Uttar Pradesh,VARANASI,2009,Kharif     ,Rice,39295,58274,1.482987657
231419,Uttar Pradesh,VARANASI,2009,Kharif     ,Sugarcane,3788,178850,47.21488912
231431,Uttar Pradesh,VARANASI,2009,Rabi       ,Potato,3450,78781,22.83507246
231433,Uttar Pradesh,VARANASI,2009,Rabi       ,Wheat,70988,178387,2.512917676
231447,Uttar Pradesh,VARANASI,2010,Kharif     ,Rice,42021,84882,2.019990005
231450,Uttar Pradesh,VARANASI,2010,Kharif     ,Sugarcane,3972,174402,43.90785498
231459,Uttar Pradesh,VARANASI,2010,Rabi       ,Potato,3465,61199,17.66204906
231461,Uttar Pradesh,VARANASI,2010,Rabi       ,Wheat,70642,198007,2.802964242
231472,Uttar Pradesh,VARANASI,2011,Kharif     ,Rice,50950,112854,2.214995093
231475,Uttar Pradesh,VARANASI,2011,Kharif     ,Sugarcane,4056,201869,49.77046351
231487,Uttar Pradesh,VARANASI,2011,Rabi       ,Potato,3344,60153,17.98833732
231489,Uttar Pradesh,VARANASI,2011,Rabi       ,Wheat,69610,210381,3.022281281
231502,Uttar Pradesh,VARANASI,2012,Kharif     ,Rice,42757,103814,2.428000094
231505,Uttar Pradesh,VARANASI,2012,Kharif     ,Sugarcane,4163,214578,51.54407879
231516,Uttar Pradesh,VARANASI,2012,Rabi       ,Potato,3355,59669,17.78509687
231518,Uttar Pradesh,VARANASI,2012,Rabi       ,Wheat,69705,214609,3.078817875
231531,Uttar Pradesh,VARANASI,2013,Kharif     ,Rice,46938,100964,2.151007712
231534,Uttar Pradesh,VARANASI,2013,Kharif     ,Sugarcane,3901,236962,60.74391182
231546,Uttar Pradesh,VARANASI,2013,Rabi       ,Potato,3289,76160,23.15597446
231548,Uttar Pradesh,VARANASI,2013,Rabi       ,Wheat,69399,188955,2.722733757
231560,Uttar Pradesh,VARANASI,2014,Kharif     ,Rice,43862,101848,2.32200994
231563,Uttar Pradesh,VARANASI,2014,Kharif     ,Sugarcane,3996,252707,63.23998999
231575,Uttar Pradesh,VARANASI,2014,Rabi       ,Potato,3237,55612,17.18010504
231577,Uttar Pradesh,VARANASI,2014,Rabi       ,Wheat,68617,127010,1.850999024
231588,Uttarakhand,ALMORA,2000,Kharif     ,Ragi,31583,34356,1.087800399
231589,Uttarakhand,ALMORA,2000,Kharif     ,Rice,21297,21003,0.986195239
231600,Uttarakhand,ALMORA,2000,Rabi       ,Wheat,40825,42476,1.040440906
231609,Uttarakhand,ALMORA,2001,Kharif     ,Ragi,34170,37620,1.100965759
231610,Uttarakhand,ALMORA,2001,Kharif     ,Rice,20696,25969,1.254783533
231612,Uttarakhand,ALMORA,2001,Kharif     ,Small millets,16940,20882,1.23270366
231621,Uttarakhand,ALMORA,2001,Rabi       ,Potato,824,18301,22.20995146
231623,Uttarakhand,ALMORA,2001,Rabi       ,Wheat,40102,32333,0.806269014
231632,Uttarakhand,ALMORA,2002,Kharif     ,Ragi,34578,27597,0.798108624
231643,Uttarakhand,ALMORA,2002,Rabi       ,Potato,996,22121,22.20983936
231645,Uttarakhand,ALMORA,2002,Rabi       ,Wheat,45193,42431,0.93888434
231654,Uttarakhand,ALMORA,2003,Kharif     ,Ragi,34268,35680,1.041204622
231655,Uttarakhand,ALMORA,2003,Kharif     ,Rice,20137,20615,1.023737399
231664,Uttarakhand,ALMORA,2003,Rabi       ,Wheat,42793,28843,0.674012105
231672,Uttarakhand,ALMORA,2004,Kharif     ,Other Cereals & Millets,14865,19123,1.286444669
231675,Uttarakhand,ALMORA,2004,Kharif     ,Ragi,35617,37385,1.049639217
231676,Uttarakhand,ALMORA,2004,Kharif     ,Rice,21444,21008,0.979667972
231687,Uttarakhand,ALMORA,2004,Rabi       ,Wheat,43026,52461,1.219286013
231696,Uttarakhand,ALMORA,2005,Kharif     ,Ragi,33648,35043,1.041458631
231697,Uttarakhand,ALMORA,2005,Kharif     ,Rice,21212,22000,1.037148784
231706,Uttarakhand,ALMORA,2005,Rabi       ,Wheat,39917,23932,0.599544054
231716,Uttarakhand,ALMORA,2006,Kharif     ,Ragi,34215,41329,1.207920503
231717,Uttarakhand,ALMORA,2006,Kharif     ,Rice,23031,28882,1.254048891
231719,Uttarakhand,ALMORA,2006,Kharif     ,Small millets,14423,17703,1.227414546
231728,Uttarakhand,ALMORA,2006,Rabi       ,Wheat,42173,45430,1.077229507
231741,Uttarakhand,ALMORA,2007,Kharif     ,Ragi,36138,42998,1.189827882
231742,Uttarakhand,ALMORA,2007,Kharif     ,Rice,22299,25409,1.139468138
231755,Uttarakhand,ALMORA,2007,Rabi       ,Wheat,42750,30587,0.71548538
231766,Uttarakhand,ALMORA,2008,Kharif     ,Ragi,31210,40697,1.303973086
231767,Uttarakhand,ALMORA,2008,Kharif     ,Rice,20493,20160,0.983750549
231778,Uttarakhand,ALMORA,2008,Rabi       ,Wheat,41699,30078,0.721312262
231789,Uttarakhand,ALMORA,2009,Kharif     ,Ragi,32920,34777,1.056409478
231790,Uttarakhand,ALMORA,2009,Kharif     ,Rice,21069,20655,0.980350278
231802,Uttarakhand,ALMORA,2009,Rabi       ,Wheat,41022,38381,0.935619911
231809,Uttarakhand,ALMORA,2010,Kharif     ,Other Cereals & Millets,15671,18435,1.176376747
231813,Uttarakhand,ALMORA,2010,Kharif     ,Ragi,35970,43859,1.219321657
231814,Uttarakhand,ALMORA,2010,Kharif     ,Rice,19294,19886,1.030683114
231825,Uttarakhand,ALMORA,2010,Rabi       ,Wheat,39933,51314,1.285002379
231834,Uttarakhand,ALMORA,2011,Kharif     ,Ragi,34053,43573,1.279564209
231835,Uttarakhand,ALMORA,2011,Kharif     ,Rice,18736,21252,1.134286934
231837,Uttarakhand,ALMORA,2011,Kharif     ,Small millets,14870,18366,1.235104237
231847,Uttarakhand,ALMORA,2011,Rabi       ,Wheat,36774,37345,1.015527275
231858,Uttarakhand,ALMORA,2012,Kharif     ,Ragi,32971,39118,1.186436565
231859,Uttarakhand,ALMORA,2012,Kharif     ,Rice,18288,19656,1.07480315
231871,Uttarakhand,ALMORA,2012,Rabi       ,Wheat,37533,49359,1.315082727
231881,Uttarakhand,ALMORA,2013,Kharif     ,Ragi,33882,39550,1.167286465
231882,Uttarakhand,ALMORA,2013,Kharif     ,Rice,15597,18545,1.189010707
231894,Uttarakhand,ALMORA,2013,Rabi       ,Wheat,34854,45099,1.293940437
231907,Uttarakhand,ALMORA,2014,Kharif     ,Ragi,33569,40898,1.218326432
231908,Uttarakhand,ALMORA,2014,Kharif     ,Rice,16897,19776,1.170385275
231912,Uttarakhand,ALMORA,2014,Kharif     ,Total foodgrain,69700,82372,1.181807747
231923,Uttarakhand,ALMORA,2014,Rabi       ,Total foodgrain,39987,45039,1.126341061
231924,Uttarakhand,ALMORA,2014,Rabi       ,Wheat,35964,41250,1.146980314
231929,Uttarakhand,ALMORA,2014,Whole Year ,Rice,16897,19776,1.170385275
231930,Uttarakhand,ALMORA,2014,Whole Year ,Total foodgrain,109687,127411,1.161587061
231937,Uttarakhand,BAGESHWAR,2000,Kharif     ,Rice,13020,25585,1.965053763
231949,Uttarakhand,BAGESHWAR,2000,Rabi       ,Wheat,14725,19025,1.292020374
231959,Uttarakhand,BAGESHWAR,2001,Kharif     ,Rice,14239,17553,1.232741063
231969,Uttarakhand,BAGESHWAR,2001,Rabi       ,Wheat,14639,18882,1.289842202
231989,Uttarakhand,BAGESHWAR,2002,Rabi       ,Wheat,14306,18445,1.289319167
231999,Uttarakhand,BAGESHWAR,2003,Kharif     ,Rice,12602,18981,1.506189494
232033,Uttarakhand,BAGESHWAR,2004,Rabi       ,Wheat,13621,21527,1.580427281
232043,Uttarakhand,BAGESHWAR,2005,Kharif     ,Rice,15699,22304,1.420727435
232074,Uttarakhand,BAGESHWAR,2006,Rabi       ,Wheat,15907,18907,1.188596216
232112,Uttarakhand,BAGESHWAR,2008,Kharif     ,Rice,14862,20439,1.375252321
232170,Uttarakhand,BAGESHWAR,2010,Rabi       ,Wheat,14903,18950,1.271556063
232181,Uttarakhand,BAGESHWAR,2011,Kharif     ,Rice,13727,19455,1.417279814
232192,Uttarakhand,BAGESHWAR,2011,Rabi       ,Wheat,14509,20632,1.422013922
232203,Uttarakhand,BAGESHWAR,2012,Kharif     ,Rice,13272,19740,1.487341772
232215,Uttarakhand,BAGESHWAR,2012,Rabi       ,Wheat,15252,24090,1.579464988
232227,Uttarakhand,BAGESHWAR,2013,Kharif     ,Rice,13580,19492,1.435346097
232238,Uttarakhand,BAGESHWAR,2013,Rabi       ,Wheat,14603,25288,1.731698966
232252,Uttarakhand,BAGESHWAR,2014,Kharif     ,Rice,13130,19916,1.516831683
232256,Uttarakhand,BAGESHWAR,2014,Kharif     ,Total foodgrain,21798,30724,1.409487109
232272,Uttarakhand,BAGESHWAR,2014,Whole Year ,Rice,13130,19916,1.516831683
232273,Uttarakhand,BAGESHWAR,2014,Whole Year ,Total foodgrain,38722,46020,1.18847167
232280,Uttarakhand,CHAMOLI,2000,Kharif     ,Potato,1560,28626,18.35
232281,Uttarakhand,CHAMOLI,2000,Kharif     ,Ragi,10639,17942,1.686436695
232299,Uttarakhand,CHAMOLI,2000,Whole Year ,Sugarcane,6795,373725,55
232305,Uttarakhand,CHAMOLI,2001,Kharif     ,Potato,1604,20627,12.85972569
232322,Uttarakhand,CHAMOLI,2001,Whole Year ,Sugarcane,6174,339570,55
232328,Uttarakhand,CHAMOLI,2002,Kharif     ,Potato,1739,22364,12.86026452
232343,Uttarakhand,CHAMOLI,2002,Rabi       ,Wheat,14750,19955,1.352881356
232354,Uttarakhand,CHAMOLI,2003,Kharif     ,Rice,14193,17611,1.240822941
232369,Uttarakhand,CHAMOLI,2003,Whole Year ,Potato,1873,32778,17.50026695
232389,Uttarakhand,CHAMOLI,2004,Whole Year ,Potato,2500,31250,12.5
232409,Uttarakhand,CHAMOLI,2005,Whole Year ,Potato,2058,39102,19
232431,Uttarakhand,CHAMOLI,2006,Rabi       ,Wheat,14702,22130,1.505237383
232442,Uttarakhand,CHAMOLI,2007,Kharif     ,Potato,2281,23209,10.17492328
232444,Uttarakhand,CHAMOLI,2007,Kharif     ,Rice,11905,17754,1.491306174
232455,Uttarakhand,CHAMOLI,2007,Rabi       ,Wheat,14210,18225,1.282547502
232466,Uttarakhand,CHAMOLI,2008,Kharif     ,Potato,1840,19344,10.51304348
232486,Uttarakhand,CHAMOLI,2009,Kharif     ,Potato,2888,34402,11.91204986
232500,Uttarakhand,CHAMOLI,2009,Rabi       ,Wheat,14235,17854,1.254232525
232510,Uttarakhand,CHAMOLI,2010,Kharif     ,Potato,2234,22957,10.27618621
232512,Uttarakhand,CHAMOLI,2010,Kharif     ,Rice,12407,17532,1.413073265
232522,Uttarakhand,CHAMOLI,2010,Rabi       ,Wheat,15295,21943,1.434651847
232530,Uttarakhand,CHAMOLI,2011,Kharif     ,Potato,2045,30484,14.90660147
232543,Uttarakhand,CHAMOLI,2011,Rabi       ,Wheat,13471,19786,1.468784797
232566,Uttarakhand,CHAMOLI,2012,Rabi       ,Wheat,14346,20585,1.434894744
232576,Uttarakhand,CHAMOLI,2013,Kharif     ,Potato,2364,22868,9.673434856
232588,Uttarakhand,CHAMOLI,2013,Rabi       ,Wheat,14362,19922,1.387132711
232600,Uttarakhand,CHAMOLI,2014,Kharif     ,Potato,1816,22346,12.30506608
232607,Uttarakhand,CHAMOLI,2014,Kharif     ,Total foodgrain,28048,36141,1.288541072
232618,Uttarakhand,CHAMOLI,2014,Rabi       ,Total foodgrain,15255,17630,1.15568666
232625,Uttarakhand,CHAMOLI,2014,Whole Year ,Total foodgrain,43303,53771,1.241738448
232649,Uttarakhand,CHAMPAWAT,2000,Rabi       ,Wheat,12969,18935,1.460020048
232750,Uttarakhand,CHAMPAWAT,2004,Rabi       ,Wheat,11991,19635,1.637478109
233019,Uttarakhand,CHAMPAWAT,2014,Kharif     ,Total foodgrain,14404,18604,1.291585671
233039,Uttarakhand,CHAMPAWAT,2014,Whole Year ,Total foodgrain,23287,31919,1.37067892
233044,Uttarakhand,DEHRADUN,2000,Kharif     ,Maize,11602,19229,1.657386657
233051,Uttarakhand,DEHRADUN,2000,Kharif     ,Rice,13786,25606,1.857391557
233064,Uttarakhand,DEHRADUN,2000,Rabi       ,Potato,1000,25920,25.92
233066,Uttarakhand,DEHRADUN,2000,Rabi       ,Wheat,24142,31074,1.287134454
233070,Uttarakhand,DEHRADUN,2000,Whole Year ,Sugarcane,64543,3762857,58.30000155
233082,Uttarakhand,DEHRADUN,2001,Kharif     ,Rice,13364,24396,1.825501347
233096,Uttarakhand,DEHRADUN,2001,Rabi       ,Potato,746,19314,25.89008043
